0.015802,101.13.191.10,15899,224.223.100.41,39559,TCP,1,54,0.0,54.0,0,0,0.0
0.001078,104.132.37.21,62880,184.240.177.29,62206,TCP,1,54,0.0,54.0,0,0,0.0
0.006978,110.51.220.113,33195,244.105.148.31,39653,TCP,1,54,0.0,54.0,0,0,0.0
0.000909,110.85.150.62,15542,157.44.17.4,27872,TCP,1,54,0.0,54.0,0,0,0.0
0.007481,113.200.199.71,58054,182.154.146.126,43853,TCP,1,54,0.0,54.0,0,0,0.0
0.015761,114.159.107.124,31862,59.44.102.116,34585,TCP,1,54,0.0,54.0,0,0,0.0
0.007728,115.108.40.83,34790,91.34.108.52,2547,TCP,1,54,0.0,54.0,0,0,0.0
0.015233,115.59.111.90,59788,211.218.173.113,43310,TCP,1,54,0.0,54.0,0,0,0.0
0.000572,116.20.129.68,12744,189.52.130.30,57757,TCP,1,54,0.0,54.0,0,0,0.0
0.000657,116.228.172.93,42484,9.132.116.57,16791,TCP,1,54,0.0,54.0,0,0,0.0
0.001678,117.114.114.101,47920,32.13.45.118,16428,TCP,1,54,0.0,54.0,0,0,0.0
0.000699,119.27.2.32,26229,1.46.97.61,60736,TCP,1,54,0.0,54.0,0,0,0.0
0.006609,120.239.131.106,3060,45.222.153.107,41132,TCP,1,54,0.0,54.0,0,0,0.0
0.007892,120.36.16.36,33263,93.95.138.59,56964,TCP,1,54,0.0,54.0,0,0,0.0
0.006855,120.45.40.120,30106,236.82.196.52,40671,TCP,1,54,0.0,54.0,0,0,0.0
0.015926,122.225.71.23,45679,147.220.165.40,14045,TCP,1,54,0.0,54.0,0,0,0.0
0.008056,124.246.42.111,58947,239.66.202.58,42114,TCP,1,54,0.0,54.0,0,0,0.0
0.007645,125.12.84.110,30671,1.213.35.32,56393,TCP,1,54,0.0,54.0,0,0,0.0
0.016049,126.206.200.18,15480,236.82.193.14,37814,TCP,1,54,0.0,54.0,0,0,0.0
0.000177,126.79.12.119,17662,227.13.23.6,20614,TCP,1,54,0.0,54.0,0,0,0.0
0.016174,127.50.221.63,50625,136.147.241.57,44757,TCP,1,54,0.0,54.0,0,0,0.0
0.016008,133.137.40.90,43798,222.171.228.106,16215,TCP,1,54,0.0,54.0,0,0,0.0
0.007101,133.27.192.7,27591,196.241.88.57,42224,TCP,1,54,0.0,54.0,0,0,0.0
0.006773,144.29.153.80,33691,97.240.116.40,7721,TCP,1,54,0.0,54.0,0,0,0.0
0.007975,145.31.38.8,11459,246.107.15.68,44932,TCP,1,54,0.0,54.0,0,0,0.0
0.008140,147.172.61.20,30305,204.70.160.26,56070,TCP,1,54,0.0,54.0,0,0,0.0
0.007933,153.175.171.16,48859,7.226.67.44,30385,TCP,1,54,0.0,54.0,0,0,0.0
0.000530,161.53.118.5,32630,2.180.151.108,17979,TCP,1,54,0.0,54.0,0,0,0.0
0.006408,164.28.48.124,50864,242.60.132.118,21510,TCP,1,54,0.0,54.0,0,0,0.0
0.001247,171.182.84.8,60362,201.255.89.110,5115,TCP,1,54,0.0,54.0,0,0,0.0
0.001330,172.160.82.80,9392,170.127.80.109,60758,TCP,1,54,0.0,54.0,0,0,0.0
0.015679,172.218.71.74,33379,32.152.0.111,3713,TCP,1,54,0.0,54.0,0,0,0.0
0.007522,173.103.22.73,57720,243.85.218.64,56249,TCP,1,54,0.0,54.0,0,0,0.0
0.007810,174.99.252.36,46699,90.73.247.27,44445,TCP,1,54,0.0,54.0,0,0,0.0
0.007348,177.216.98.97,6932,230.250.107.112,28386,TCP,1,54,0.0,54.0,0,0,0.0
0.015636,177.64.177.29,60219,251.131.244.121,36487,TCP,1,54,0.0,54.0,0,0,0.0
0.001121,178.104.17.16,21754,255.31.232.95,64494,TCP,1,54,0.0,54.0,0,0,0.0
0.007430,178.52.12.24,33360,253.131.138.29,7355,TCP,1,54,0.0,54.0,0,0,0.0
0.006650,180.226.118.27,45055,232.130.218.80,23816,TCP,1,54,0.0,54.0,0,0,0.0
0.000994,180.92.87.110,33579,163.227.85.10,12734,TCP,1,54,0.0,54.0,0,0,0.0
0.001637,181.139.144.6,25300,124.130.36.13,18424,TCP,1,54,0.0,54.0,0,0,0.0
0.007604,181.232.211.119,51799,187.125.146.39,49999,TCP,1,54,0.0,54.0,0,0,0.0
0.006567,186.227.63.61,18532,254.64.206.11,23588,TCP,1,54,0.0,54.0,0,0,0.0
0.015589,192.234.219.84,59703,158.27.91.64,13821,TCP,1,54,0.0,54.0,0,0,0.0
0.000951,194.191.235.22,22897,158.82.56.71,14712,TCP,1,54,0.0,54.0,0,0,0.0
0.015967,195.9.153.76,31729,152.179.195.25,58240,TCP,1,54,0.0,54.0,0,0,0.0
