met mart mreal
Voting 327.155 0 393.216 0
AdaBoost 61.866 0 57.672 0
Bagging	155.189 0 152.044 0
Stacking 131.072 0 152.044 0
SVM	20.972 0 16.777 0
KNN	102.76 0 147.849 0
Decision-Tree 16.777 0 20.9725 0
